name,IMDb,originalName,foreignName,nickname,romanPinyin,type,job,notableWork,debutWork,activeYear,debutDate,birthPlace,deathPlace,award,language,website,motherSchool,education,religion,nationality,ethnicity,agency,hasRelative,hasSpouse,hasParent,hasChild
['廖碧儿'],['1292847'],[],['Bernice Jan Liu'],['Bernice、B2、公主'],[],['女演员'],['演员、歌手'],['《舞动全城》《突围行动》'],[],['2001年至今'],[],['英属哥伦比亚省鲁珀特王子港'],[],['2001年国际中华小姐冠军'],['粤语、普通话、英语'],[' Bernice'],[],['英属哥伦比亚大学工商管理学士（肄业）廖碧儿 守得云开闻酒香'],['基督教'],['广东省佛山市顺德区'],['华人'],['无线电视（2001 - 2011年）创艺制作发行有限公司（2012 - 2013年）风尚国际有限公司（2014年至今）'],[],[],[],[]
['徐怀钰'],['1004472'],['徐怀钰'],['Yuki Hsu'],['国民天后、平民天后'],['(威妥玛式) (汉语拼音)'],['女歌手'],['歌手、演员、主持人'],['〈分飞〉〈我是女生〉〈妙妙妙〉〈怪兽〉〈友情卡片〉'],['〈飞起来〉'],['1998年－至今'],[],['台北市'],[],[],['国语'],[],[],['育达商职会计科毕业'],[],[],['汉族、台湾原住民'],['滚石唱片（1995年－2002年）庆亮影视（2002年－2008年）享鸿娱乐（2008年－2010年）天熹娱乐（2015年－2019年）'],[],[],[],[]
['法兰·仙纳杜拉'],[],[],[],[],[],[],['歌手、演员'],[],[],['1935年至1995年'],['1943'],['美国新泽西州霍博肯'],['美国加利福尼亚州洛杉矶'],['金球奖'],[],[],[],[],[],[],[],[],[],['罗兰·比歌'],[],['南希·仙纳杜拉，生于小法兰·仙纳杜拉蒂娜·仙纳杜拉，生于']
['黄夏蕙'],[],['黄蕙莲'],['Lana'],['夏蕙姨、夏蕙BB、WHW'],['Wong Ha Wai'],['女演员'],['艺人'],['《97变色龙》《奇幻夜》'],[],['1945年至今'],[],[],[],[],['粤语、英语、国语'],[],['基督教小学罗富国师范专科学校附属小学庇理罗士女子中学'],['中学'],[],['广东省茂名市'],['汉族'],[],[],['胡百全夫'],[],[]
['关楚耀'],[],[],['Kelvin Kwan'],['阿关、Blackjack'],['Kwan Chor Yiu'],['男艺人'],['歌手、演员'],['歌曲：\n\n电视剧：\n\n电影：'],[],['2006年至今'],[],['[[加拿大]]'],[],['新人奖'],['粤语、英语、国语'],[],[],[],[],['广西桂林'],[],['无线电视（2017年至2018年、2019年至今）邵氏兄弟（2019年至今）'],[],[],['关维麟'],[]
['谭小环'],[],[],['Halina Tam'],['Halina、小环、鱼蛋皇后、7A港姐含高学历成份，加上她参选港姐时的教育程度为「预科毕业」（即中七程度），特此有这称呼。'],[],['女演员'],['饮食企业家'],['《缉私群英》《僵尸福星》《秀才遇著兵》《东方之珠》《搜神传》'],[],['1994年—2012年，2017年，2019年'],[],[],[],[],['粤语、英语、国语'],[],[],['预科毕业'],[],['广东省广州市番禺'],['汉族'],[],[],[],[],[]
['胡军'],['0432425'],[],"['   ', '   ']",[],['Hu Jun'],['男演员'],['演员'],['蓝宇天龙八部'],[],['1987年至今'],[],['北京市'],[],[],['汉语（普通话、北京话）、英语'],[],[],['中央戏剧学院表演系'],[],[],['满族'],['北京橙天拾捌经纪文化有限公司'],[],[],['胡宝善'],"['胡悦稼','胡皓康']"
['吴佩慈'],['1066881'],[],['Pace Wu'],[],[],['女艺人'],['模特儿、歌手、演员、主持人、作家'],['《杜拉拉升职记》、《闪著泪光的决定(冈本真夜-tomorrow)》'],['EP《My Pace》'],['1998年－2014年林钰芳.吴佩慈宣布退出演艺圈\u3000全力拚生5小孩.NOWnews.2014-11-13'],[],['台北市'],[],[],['国语、粤语、英语、日语'],[],[],['华冈艺校戏剧科毕业'],[],[],[],['华谊兄弟（代理中国）'],[],[],[],[]
['于震寰 (歌手)'],[],[],[],[],[],[],[],[],[],[],[],['[[中国]][[辽宁省]][[岫岩县]]的一个小山村'],[],[],[],[],[],[],[],[''],[],[],[],[],[],[]
['李亚男'],['2350139'],[],['Leanne Li'],[],['Li Ya Nan'],['女艺人'],['演员'],['老表，你好hea！'],[],['2005年至今'],[],['上海'],[],['2005年国际中华小姐冠军'],[],[],[],['英属哥伦比亚大学（UBC）毕业'],['基督新教'],[],[],['无线电视（2005至2017年）手工艺创作（2016年至今）'],[],[],[],[]
['林湖'],[],[],['임호'],[],['Lim Ho'],['男演员'],[],['《大长今》'],[],[],['1993年'],['首尔特别市'],[],[],['韩语、英语'],[],[],['中央大学戏剧电影学学士中央大学大学院公演电影学硕士'],[],[],[],['RaemongRaein'],[],['尹贞姬'],[],[]
['孙艺真'],[],['孙彦真（）'],['손예진'],[],['Son Ye Jin'],['女演员'],[],['电影：电视剧：'],[],['1999年至今'],['1999年'],['大邱广域市寿城区'],[],[],['韩语、英语、少量汉语'],[],[],['首尔艺术大学电影系肄业'],['天主教'],[],[],['MS team Entertainment'],[],['池珍熙'],[],[]
['YUI'],[],['未公开，有来源称为「吉冈唯」'],[],[],[],['女歌手'],['唱作歌手、作曲人、编曲人、音乐制作人、结他手、演员'],[],[],['2004年至2012年（个人）2013年至今（FLOWER FLOWER）'],[],['福冈县糟屋郡古贺町（现古贺市）'],[],[],[],['YUI-net'],[],[],[],[],[],['Stardust Promotion'],[],['伊藤由奈'],[],[]
['神木隆之介'],[],['神木 隆之介'],['神木 隆之介（）'],[],['Kamiki Ryūnosuke'],['男演员'],[],[],[],[],[],['埼玉县'],[],[],[],[],[],['高中：堀越高等学校'],[],[],[],[],[],[],[],[]
['杨宝玲'],['0947807'],[],[' '],[],['Pauline Yeung Bo-ling'],['女演员'],['演员、商人、模特儿'],['零点出击'],['电视剧《大都会》电影《城市丽人》'],['1988年-1998年'],['1988年'],[],[],[],['粤语'],[],[],['拔萃女书院'],[],['广东东莞'],[],['TVB (1988-1992年)'],[],['陈容森'],[],[]
['艾美·罗森'],[],[],[],[],[],['女艺人'],['演员、歌手'],[],[],['1996－（演员）2004－（歌手）'],[],['纽约州纽约市'],[],['土星奖最佳新人2004年《歌剧魅影》'],[],[],[],[],[],[],[],[],[],[],[],[]
['关·史蒂芬妮'],['0005461'],[],[],[],[],['女歌手'],[],[],[],['1986年-现在'],[],['加州安那翰'],[],['提名美国演员工会奖'],[],[],[],[],[],"['不要怀疑于1995年推出的专辑《Tragic Kingdom》，这张专辑在全美的销售量达一千万张以上，而且', '[[加州]]富尔顿', '[[洛杉矶]]']",[],[],[],[],[],['Kingston James McGregor RossdaleZuma Nesta Rock RossdaleApollo Bowie Flynn Rossdale']
['张雨绮'],['2514879'],['张爽'],['Kitty'],[],['Zhang Yu Qi'],['女演员'],['演员、歌手、主持人'],[],[],['2005年至今'],[],['山东省德州市'],[],['三大奖'],['汉语（普通话、冀鲁官话）英语'],['个人网站'],[],['上海市戏曲学校（2003－2006）'],[],[],['汉族'],['星辉海外有限公司（2006－2012）张雨绮工作室（2012－）'],[],[],[],[]
['梁家仁'],['0415777'],[],['Bryan Leung'],[],['Leung Ka Yan'],['男演员'],['武打演员'],[],[],[],"['1967', '2019']",[],[],[],[],[],['汉华中学'],['中五'],[],['广东省陆丰县'],[],[],['梁竞徽'],[],[],['梁皓贻']
['陈司翰'],['3802558'],[],['Victor Chen Sze Hon'],[],[],['男艺人'],['歌手、演员'],[],[],['2001年至今'],['2001年'],[],[],[],['粤语、国语、英语'],[],[],['英国伦敦西敏寺大学（主修建筑系）'],[],[],[],['慈文影视（?-2015年）'],['陈慧琳'],[],[],[]
['傅声'],['0297143'],['张景贤'],['Alexander Fu'],[],['Fu Sheng'],['男演员'],[],[],['《十四女英豪》'],['1972年至1983年'],['1972年'],['薄扶林'],['观塘基督教联合医院http://the-sun.on.cc/cnt/lifestyle/20140906/00636_001.html'],[],[],[],['新法书院模范英文中学'],[],[],[],[],[],[],[],['张人龙'],[]
['权相佑'],[],[],['권상우'],[],['Kwon Sang Woo'],['男演员'],['演员、模特儿'],['《天国的阶梯》《马粥街残酷史》《悲伤恋歌》《野王》《侦探：开端》'],[],[],[],['大田广域市（原 忠清南道大田市）'],[],[],['韩语、英语、汉语'],[],[],['汉南大学美术教育学系毕业'],['天主教'],[],[],['Rookie 819SU Company'],[],[],[],"['','']"
['猪哥亮'],['4829055'],['谢新达（2009年复出前）猪哥亮 真名曝光 官司难了 债主曾入住猪家 换门锁逼出面，2010年03月18日，刘志原、陈尹宗，自由时报，[2014年10月04日查阅]。谢友侦（2009年复出后）'],['Chu Ko-Liang'],['猪大哥、猪哥仔、猪仔、黑狗达仔老家长辈看猪哥亮:复出赚老辈的钱就够了、万秀天王'],['Chu Ko-Liang'],['主持人'],['节目主持人、演员、歌手、编剧'],['主持：《猪哥亮歌厅秀》《巨登大歌厅》《爆笑访问秀》《猪哥会社》《万秀猪王》音乐：〈猪哥亮歌厅秀主题曲〉〈东山再起〉《华视天王猪哥秀》 电影:《大尾鲈鳗》《大囍临门》《大尾鲈鳗2》《大显神威》《大钓哥》'],['《廖添丁》'],['1977年－1994年1997年－1999年2009年－2017年'],['1977年'],['台湾省高雄市左营区'],['台北市中正区台大医院'],['最受欢迎主持人奖'],['台语、中文'],[],['高雄市左营区旧城国民小学'],['小学'],['道教、佛教、台湾民间信仰'],[],[],['尔杰国际（2010年－2017年）'],['谢新发'],[],[],[]
['张文慈'],['0156545'],[],['Pinky Cheung'],['Pinky'],['Cheung Man Chi'],['女艺人'],['演员'],['《我和僵尸有个约会》《情陷夜中环》《跳跃生命线》'],[],['1996年至今'],['1991年'],[],[],[],['粤语、国语、英语、日语'],[],[],['佛教李泽甫纪念学校迦密爱礼信中学'],['基督新教'],[],['汉族'],['亚洲电视（1996-2010）TVB（2016-）邵氏兄弟（2018-）'],[],[],[],[]
['魏秋桦'],['2316595'],['魏秋华'],['Bonnie Ngai'],['奇女子、伪钞、秋桦姐、Bonnie、赛乐蒂台湾名导演郭南宏在看了魏秋桦于《奇女子》的演出后，认为其演技精赞、外型靓丽，在东南亚知名度又甚高，是个不可多得的闪亮红星，逐称其为香港的「赛乐蒂」(即好莱坞影星Sharon Tate)。内容来自台湾〈华视综合周刊 662期〉、睡美人、桌球拍摄《边缘十八》时，因魏秋桦剪了一头短发，被同剧演员弗烈（施伟然）取笑似一个球，加上在剧中又姓卓，所以就叫她做「桌球」。内容来自香港〈工商晚报 1983年5月10日〉'],[],['女演员'],['影视演员、歌手、商人'],['《奇女子》  宋芳婷《流星蝴蝶剑》 孙小蝶《变色龙》 林砚梅《浮生六劫》 车京生《烽火情仇》 芳丽红 & 李紫兰《大侠霍元甲》 王秀芝(樱子)《王昭君》 王昭君《白发魔女传》 练霓裳《一门英烈穆桂英》 穆桂英《神雕侠侣》 黄蓉'],[],['1975年至今'],[],[],[],['1982年《十大电视明星》金球奖\n1986年《十大电视明星》金球奖'],['粤语、国语、英语'],[],['香港培道中学'],[],['基督新教'],['四川'],[],[],[],[],[],[]
['吕有慧'],['0525327'],[],"[' ', ' ']",['Lisa Lui Yau Wai'],[],['女演员'],['演员、商人'],['《巫山盟》'],['《船》'],['1973年至今'],['1973年'],[],[],[],['粤语、国语、英语'],[],[],['中学'],[],['山东'],['汉族'],['无线电视（1973-1976年）丽的电视（1976-1978年）无线电视（1978-1997年）亚洲电视（1997-2007年）无线电视（2009-2011年）香港电视（2012年至2015年）'],[],[],[],"['Jane','骆奇享']"
['饭田里穗'],[],[],['饭田 里穂（いいだ りほ）'],['里P（）'],['Iida Riho'],['配音员'],['声优、歌手、艺人'],['星空凛（LoveLive!）'],[],['2010年－'],[],['埼玉县富士见市'],[],[],['日语、韩语、英语、华语'],['饭田里穗 OFFICIAL WEB'],[],[],[],[],[],['放映新社'],[],[],[],[]
['邰智源'],['3593036'],[],[' '],['邰邰、邰哥、阿公、蛙丸、邰照明'],['Tai Chih-Yuan'],['男艺人'],['演员、主持人、YouTuber'],['《连环泡》《施公奇案》《全民大闷锅》《疯神无双》《木曜4超玩》'],['《笑星撞地球》'],['1991年至今'],[],['阳明山管理局北投镇（今台北市北投区）'],[],[],['国语、台语、日语、粤语、英语'],[],[],['台北市私立薇阁国民小学台北市立新民国民中学中正国防干部预备学校高中部政治作战学校正期班影剧学系（肄业）国立台湾艺术专科学校影剧科（今国立台湾艺术大学戏剧学系）纽约科技学院大众传播学硕士'],['佛教'],['儿子'],[],[],[],[],['邰国华'],['邰靖']
['霍思燕'],['2356251'],[],[' '],['燕燕、霍小美、思燕 、燕姐'],['Huo Si Yan'],['女演员'],['演员、歌手'],['《我要成名》 《爱要有你才完美》《孽缘》《欢天喜地七仙女》《少年天子》'],[],['1997年至今'],[],['北京'],[],['2007年香港导演协会年度最佳新人银奖2010年《风尚志》风尚权力榜“风尚质感女演员”2012年 第二届乐视影视盛典“电影最具实力女演员”奖'],['华语、英语'],['官方网站'],[],['高中毕业'],[],[],['汉族'],['华谊兄弟'],[],['杜江 '],[],[]
['张茜西'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['李琳琳'],['0482652'],[],[' '],[],[],['女演员'],['演员'],['《心有千千结》《相见好》'],[],['1970-1992'],[],['大汉公报1985年5月3日'],[],[],[],[],['天神嘉诺撒学校'],['中学辍学'],[],[],[],['前香港无线电视'],['女婿：曹永廉'],[],[],['姜依兰姜依文姜卓文']
['白茵'],['0657080'],['陈惠贤'],[],['白茵姐'],['Pak Yan'],['女演员'],[],[],[],['1959年－2014年'],[],['22px|border 马来联邦吉隆坡'],[],[],[],[],[],['中学'],[],['广东新会'],[],['丽的电视（1970年代）无线电视（1979年－2014年）'],[],[],[],[]
['郭昶'],[],[],[' '],['广东周星驰内地周星驰二佬康祈宗'],[],['男演员'],['演员'],['外来媳妇本地郎'],[],['1984年至2006年'],[],['辽宁省沈阳市'],['广东省广州市'],['小品表演一等奖'],['粤语、普通话'],[],[],['中学'],[],['[[辽宁省]][[沈阳市]]'],[],[],[],['潘结'],[],[]
['克拉克·盖博'],[],['标题'],[],['电影皇帝'],[],['男演员'],['演员军人'],[],[],['1923～1960'],[],['俄亥俄州加的斯'],['加州洛杉矶'],['奥斯卡最佳影片奖'],[],[],[],[],['天主教'],[],[],[],[],[],[],['John Gable']
['艾尔·帕西诺'],[],"['标题', '标题', '标题', '标题']",[],['Sonny'],[],['男演员'],['演员、电影制作人'],[],[],['1965年–现在'],[],[],[],['国家评论协会奖最佳男配角1972年 《教父》 国家评论协会奖最佳男主角1973年 《冲突》国家影评人协会最佳男主角1972年 《教父》  AFI终身成就奖  2007年 终身成就奖'],[],[],['、'],[],[],[],[],[],[],[],[],['JulieAntonOlivia']
['陈达志'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['长城三公主'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['凤飞飞'],['2798702'],['林秋鸾'],"[' ', ' ']",['帽子歌-{后}-、凤姊'],['Fong Fei-fei'],['女歌手'],['歌手、女演员、主持人'],['《祝你幸福》《枫叶情》 《我是一片云》《奔向彩虹》《爱不完的你》 《雁儿在林梢》《一颗红豆》《我是中国人》《追梦人》《掌声响起》《想要弹同调》《流水年华》《心肝宝贝》《想要跟你飞》等。'],['歌曲：《初见一日》'],['1972年－2010年'],['1972年'],['台湾省桃园县大溪镇（今桃园市大溪区）'],['九龙城区马头围圣德肋撒医院'],['参照奖项荣誉'],['国语、台语、日语、粤语'],[],[],[],['佛教'],[],[],['Employment'],[],[],[],[]
['陈伟霆'],['3263781'],[],['William Chan'],['饱饱，等等，大师兄，佛爷，的士陈'],['Chan Wai Ting'],['男艺人'],[],['《前度》《扎职》《古剑奇谭》《老九门》《橙红年代》《醉玲珑》'],['歌曲：《Taxi》（2008）专辑：《Will Power》（2008）'],['2006年至今'],['1985'],[],[],['第八届温哥华华语电影节评委会奖'],[],[],[],['耀中国际学校中七毕业'],[],['广东云浮'],[],['英皇娱乐（2006年至今）'],[],[],[],[]
['柯蓝'],['0443750'],['钟好好'],['Michelle'],[],['Ke Lan'],['女艺人'],['主持人、演员、模特儿'],[],[],[],[],['北京市'],[],[],['英语、普通话、广东话、上海话'],[],[],[],[],['湖南省平江'],['汉族'],[],['钟期光'],[],[],[]
['陈法拉'],['2371196'],[],['Fala Chen'],['法拉、Fala'],[],['女艺人'],['演员、歌手'],['《舞动全城》《溏心风暴之家好月圆》《巾帼枭雄之义海豪情》《潜行狙击》《冲上云霄II》'],[],['2005年至今'],[],['四川省成都市'],[],"['最佳女配角奖', '星和无线电视大奖']",['国语、粤语、四川话、英语、日语'],['官方网站'],['成都市胜利西路小学盐道街中学（初中部）美国艾文理大学茱莉亚学院'],['美国艾文理大学工商管理学士茱莉亚学院戏剧表演硕士毕业'],[],['浙江省宁波市奉化区'],[],['无线电视（2005年至2013年）钟珍（2013年至今）'],[],[],[],[]
['尹恩惠'],['1587783'],[],['윤은혜'],[],['Yun Eun Hye'],['女演员'],[],['《宫》《咖啡王子1号店》《拜托小姐》《对我说谎试试》《想你》'],[],['1999年-2005年（组合（Baby V.O.X））2005年至今（个人）'],['1999年'],['首尔特别市'],[],[],['韩语、英语'],[],[],['庆熙CYBER大学旅游管理学学士中央大学先端映像大学院映像学硕士研究生'],[],[],[],['JArmy Entertainment'],[],[],[],[]
['蔡淑臻'],['3317812'],[],['Janel'],['小臻臻、大头臻'],['Tsai Shu Chen'],['模特儿'],['模特儿、演员'],['犀利人妻、鉴识英雄、噬罪者'],[],[],[],['台中市'],[],[],['汉语、日语、台语'],['蔡淑臻Facebook粉丝团'],[],['育达商职应用日文科'],[],[],[],['伊林娱乐'],[],[],[],[]
['约翰·福特'],[],[],[],[],[],['导演'],[],[],[],[],[],['缅因州'],['加利福尼亚州棕榈沙漠'],['AFI终身成就奖1973年 终身成就奖  威尼斯影展特别推介1934年 《The World Moves On》1936年 《Mary of Scotland》威尼斯影展国际奖1947年 《The Fugitive》1952年 《蓬门今始为君开》  威尼斯影展Pasinetti奖1952年 《蓬门今始为君开》  威尼斯影展OCIC奖1952年 《蓬门今始为君开》  威尼斯影展荣誉金狮奖1971年 终身成就奖'],[],[],[],[],[],['影片《[[一个国家的'],[],[],[],[],[],[]
['林黛'],['0197241'],['程月如'],['Linda Lin'],[],['Lin Dai'],['女演员'],[],['《貂蝉》（1958）《江山美人》（1959）《千娇百媚》（1961）《不了情》（1961）《蓝与黑》（1966）《蓝与黑续集》（1966）'],['《翠翠》'],['1953年至1964年'],['1953年'],['广西省南宁市'],['大坑'],['维也纳影展优等奖'],[],[],['重庆一所市立小学'],['大学(新亚书院(现为香港中文大学))'],[],['广西宾阳大桥镇大程村'],['汉族'],[],[],[],"['程思远','蒋秀华']",[]
['陈浩民'],['1451888'],[],['Benny'],[],['Chan Ho Man'],['男演员'],['演员、歌手'],[],[],[],[],[],[],[],[],[],['高主教书院（小学部）高主教书院'],['岭南大学社会科学系荣誉文凭'],[],['福建省福州市'],[],['无线电视（1996年至2007年）艾迪升传播事业有限公司'],[],[],[],[]
['雅雅·达克斯塔'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['大学'],[],[],[],[],[],[],[],[],[]
['陶大宇'],['0200800'],[],['Michael Tao Tai Yu'],[],[],['男演员'],['演员、主持人'],['《壹号皇庭》系列《刑事侦缉档案I、II、III》《纵横四海》《心花放》《掌上明珠》'],['《北斗双雄》'],['1983年至今'],"['2020', '2015']",[],[],['各种最受欢迎荧幕情侣奖'],['粤语、国语、英语'],[],['香港基教书院小学部香港基教书院'],['中五'],[],['上海'],[],['无线电视（1983年－1997年、2003年－2009年）'],[],[],[],[]
['陈豪 (演员)'],['0151045'],[],['Moses Chan'],['阿Mo、咖啡王子、得得地、阿卡'],['Chan Ho'],['男艺人'],['演员、模特儿'],['电视剧：《洛神》《金枝欲孽》系列《溏心风暴系列》《珠光宝气》《宫心计》《公主嫁到》《天与地》'],['《晚9朝5》'],['1994年至今'],['1994年'],['[[香港]]一个富有家庭'],[],"['很多颁奖', '亚洲电视剧大奖']",['粤语、普通话、英语'],[],['祖尧天主教小学葵涌循道中学'],['大学'],['基督教'],['广东台山'],[],['无线电视（2000年至今）'],[],[],[],"['陈梓烨','陈浩锋','Camilla']"
['徐家杰'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['吴军忱'],[],[],[' '],[],['Junchen Wu'],['演员'],['演员、歌手'],['《大明宫词》、《生死劫》、《小城之春》'],[],[],[],['北京市朝阳'],[],['华表奖'],[],[],[],['中央戏剧学院'],[],[],['汉族'],[],[],['朱俐颖'],[],[]
['安藤裕子'],[],['安藤 裕子'],[],['、'],['Ando Yuko'],['女歌手'],['歌手、创作歌手、演员、画家、平面模特儿'],[],[],['1999年－2002年（演员）2003年－至今（歌手）'],[],['神奈川县'],[],[],[],[],[],['菲利斯女学院大学'],[],[],[],['YS corporation（2003-2016）DG AGENT（2017-2019）Horipro（2019-）'],[],[],[],[]
['桥本甜歌'],[],[],[],[],[],[],[],[],[],['2006'],[],[],[],[],[],[' tenkarin.com'],[],[],[],"['[[中华人民共和国|中国]][[北京]]', '[[中国|中华人民共和国]]（北京）', '电视上出现」的关系，以此为契机而想成为歌手，而开始学习歌唱、舞蹈、古典芭蕾。从小学１年级开始加入演艺圈，首份工作是２年级时拍的广告。那时由于是']",[],[],[],[],[],[]
['克劳德·杰德'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['唐纳德·萨瑟兰'],[],[],[],[],[],['男演员'],[],[],[],[],[],['[[加拿大]][[圣约翰 (新不伦瑞克)|圣约翰市]]'],[],[],[],[],[],[],[],[],[],[],[],['洛伊丝·哈德威克雪莉·道格拉斯Francine Racette'],[],['基弗·萨瑟兰雷切尔·萨瑟兰Roeg SutherlandRossif SutherlandAngus Sutherland']
['崔姬'],[],['Lesley Hornby'],[],[],[],['女艺人'],[],[],[],[],[],['伦敦尼斯登'],[],[],[],[],[],[],[],[],['英国人'],[],[],[],[],[]
['蔡国权'],[],[],['Terence Choi'],[],['Tsoi Kwok Kuen'],['男艺人'],['歌手、歌曲监制、音乐人、演员'],"['童年', '不应再犹豫']",[],['1981年至2004年'],"['1980', '1981', '1970']",[],[],[],[],[],['玛利诺中学'],['中五'],[],['香港'],[],[],[],['余达卿'],[],[]
['邓兆尊'],['1522866'],[],['Johnny Tang'],['尊哥、慈善羚羊、18区茶舞王子'],['Tang Siu-Chun'],['男演员'],['演员'],[],[],['1993年至今'],[],[],[],[],['国语、广东话'],[],[],['约克大学圣若瑟小学圣若瑟书院玫瑰岗学校'],[],[],[],[],[],[],"['邓永祥','洪金梅']",[]
['宁静'],['0632440'],"['宁鹏宇', '宁鹏宇', '宁鹏宇)']",[' '],['宁美人、美人静、宁老大、静姐、静静子'],['Ning Jing'],['女演员'],['演员、歌手、时装设计师、模特儿'],['电影 \n 《我很丑，可是我很温柔》\n 《阳光灿烂的日子》\n 《红河谷》\n 《新上海滩》\n 《黄河绝恋》\n 《完美风暴》\n电视剧\n 《杨门女将》\n 《孝庄秘史》\n 《大秦帝国之纵横》\n 《大秦帝国之崛起》\n 《皓镧传》'],['《冰上情火》'],['1990年至今'],['1990年'],['贵州省贵阳市'],[],['了多个电影奖'],['普通话、英语'],[],[],['上海戏剧学院时装模特儿表演班'],[],['湖南省邵阳市'],['汉族（母亲纳西族）'],['北京星美千易文化经纪有限公司(前) 欢娱影视'],['舜天齐'],[],[],[]
['罗美薇'],['0516240'],[],['May'],['May May'],['Cheung Lo Mei Mei'],['女演员'],['演员'],[],['《开心乐园》'],['1985年-1993年'],[],[],[],[],['粤语、英语'],[],['香港某国际学校'],['香港真光中学'],['佛教'],['[[英国]][[伦敦]]注册结婚，随后在[[香港]]登报告知亲友歌迷。现育有两个女儿，大女[[张瑶华]]于2000年'],[],[],[],['梅艳芳'],[],[]
['露西尔·鲍尔'],[],[],[],[],[],[],"['喜剧演员, 模特， 制片人']","['我爱露西', '电视导读']",[],['1932–1986'],[],['纽约'],['洛杉矶'],['终身成就奖'],[],[],[],[],[],"['詹姆斯镇，纽约，她的父母是亨利·杜雷尔·鲍尔（1886.09.16-1915.02.19）与的希瑞·“德德”·伊夫林·亨特（1892.09.21 – 1977.07.29）。虽然露西尔在纽约的詹姆斯镇', '贝尔电话公司的一名接线员的工作，经常有调动。因此在露西尔', ""拍摄 [http://en.wikipedia.org/wiki/Rodgers_and_Hart 罗杰斯和哈特] 创作的热门舞台剧《[http://en.wikipedia.org/wiki/Too_Many_Girls_(musical) 姑娘成群]》（''Too Many Girls'',1940）时，遇见了[[古巴]]"", '拿到 [http://wiki.cnki.com.cn/HotWord/827050.htm 中间裁决] 后不久，她和阿纳兹又和解了<ref>[http://www.essortment.com/all/lucilleballbi_rtkn.htm ""Lucille Ball biography""] {{webarchive|url=https://web.archive.org/web/20080331065840/http://www.essortment.com/all/lucilleballbi_rtkn.htm |date=2008-03-31 }} Essortment.com.摘录于2008-04-05. ""Ball and Arnaz patch things up before divorce became final""</ref>。尽管仅相差6岁，但两人认为“[[姊弟恋|姐弟恋]]”在当时难以被社会认可；因此，两人虚报年龄，均声称', '1951年6月17日，也就是在露西尔·鲍尔40岁生日前的个月，经历过数次[[流产]]的她终于生下她的第一个孩子露西尔·戴泽雷·阿纳兹<ref>^ a b c ""Lucie Arnaz Filmography"". Fandango. 摘自于 2012-04-17</ref>。一年半后，鲍尔生下了她第二个孩子戴西德里奥·阿尔伯托·阿纳兹（以“戴西·阿纳兹”出名）。当小阿纳兹', '[[收视率]]上取得了极大的成功，鲍尔和阿纳兹将[[怀孕]]写入了演出中。（鲍尔自己生活中必要的和计划的[[剖腹产]]与她电视中扮演的人物生产是被安排在同一天）。当时这一情节受到了来自哥伦比亚广播公司（CBS）的众多质疑，他们坚持一个怀孕的妇女是不能在电视中出现的，怀孕这个单词也不能够被广播。在几个宗教界人士的批准后，网络允许怀孕故事情节，但是坚持要使用单词“希望”而不是“怀孕”（当阿纳兹故意将其误读为“利高霉素spectin”的时候忍俊不禁）<ref>^ [https://web.archive.org/web/20100819094937/http://www.teletronic.co.uk/ustvads.htm ""Celebrity Commercials in TV\'s Golden Age""]. Teletronic. 摘自于 2012-04-17.</ref>。这一集的官方名称是“露西怀孕了/ Lucy Is Enceinte”借用了法语中的怀孕单词。然而，连续剧名称从不在演出中显示出来。1953年1月，小阿纳兹的']",[],[],[],[],[],[]
['凯莉·麦吉利斯'],[],[],[],[],[],['女演员'],[],[],[],['1983–至今'],[],['加利福尼亚州纽波特比奇'],[],[],[],[],[],[],[],[],[],[],[],['Boyd Black Fred Tillman '],[],[]
['布莱斯·达拉斯·霍华德'],['0397171'],[],[],[],[],['女演员'],['女演员、作家、导演'],[],[],['1989年至今'],[],['加利福尼亚州洛杉矶'],[],[],[],[],[],[],[],[],[],[],[],['Seth Gabel'],[],[]
['玛格达·苏班斯基'],[],[],[],[],[],[],[],[],[],[],[],['利物浦'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['倪晨曦'],[],[],['Elva Ni'],[],['Ni Cheng Xi'],['女艺人'],['模特儿、演员'],[],[],['2005年至今'],[],['江苏省南京市'],[],['2005年多伦多华裔小姐冠军最上镜小姐完美体态奖杰出才艺奖'],[],[],['多伦多大学'],['多伦多大学经济系学士'],[],['江苏省苏州市'],[],['Unique Model Limited晨曦工作室'],[],[],[],[]
['大冢宁宁'],['0652991'],[],['大冢 宁々'],[],[],['女演员'],['演员'],[],[],['1988年至今'],[],['东京都'],[],[],['日语'],['nifty.com'],[],[],[],[],[],[],[],['田边诚一'],[],[]
